filename	width	height	status	ref_count	locales	sample_pages
ch09-workshop-evaluation-scorecard-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-evaluation-scorecard-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-evaluation-scorecard-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-single-agent-loop-flow-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-single-agent-loop-flow-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-single-agent-loop-flow-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-tool-schema-permission-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-tool-schema-permission-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-tool-schema-permission-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-trace-jsonl-replay-map-en.webp	1024	1792	keep	1	en	docs/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-trace-jsonl-replay-map-ja.webp	1024	1792	keep	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
ch09-workshop-trace-jsonl-replay-map.webp	1024	1792	keep	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch10-projects/04-stage-hands-on-workshop.md
mcp-host-client-server-en.webp	1536	1024	candidate	2	en	docs/ch09-agent/ch05-mcp/00-roadmap.md;docs/ch09-agent/ch05-mcp/02-mcp-architecture.md
mcp-host-client-server-ja.webp	1536	1024	candidate	2	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch05-mcp/00-roadmap.md;i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch05-mcp/02-mcp-architecture.md
mcp-host-client-server.webp	1536	1024	candidate	2	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch05-mcp/00-roadmap.md;i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch05-mcp/02-mcp-architecture.md
multi-agent-message-flow-en.webp	1536	1024	candidate	2	en	docs/ch09-agent/ch07-multi-agent/00-roadmap.md;docs/ch09-agent/ch07-multi-agent/01-architecture-patterns.md
multi-agent-message-flow-ja.webp	1536	1024	candidate	2	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch07-multi-agent/00-roadmap.md;i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch07-multi-agent/01-architecture-patterns.md
multi-agent-message-flow.webp	1536	1024	candidate	2	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch07-multi-agent/00-roadmap.md;i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch07-multi-agent/01-architecture-patterns.md
react-reason-act-observe-loop-en.webp	1536	1024	candidate	1	en	docs/ch09-agent/ch02-reasoning/03-react.md
react-reason-act-observe-loop-ja.webp	1536	1024	candidate	1	ja	i18n/ja/docusaurus-plugin-content-docs/current/ch09-agent/ch02-reasoning/03-react.md
react-reason-act-observe-loop.webp	1536	1024	candidate	1	zh-Hans	i18n/zh-Hans/docusaurus-plugin-content-docs/current/ch09-agent/ch02-reasoning/03-react.md
